galaxy,r_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms,D_Mpc,D_err_Mpc,i_deg,i_err_deg,L36_tot,M_HI,L36_disk,L36_bulge
CamB,0.16,1.99,1.5,3.75,0.0,1.86,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,0.41,4.84,1.5,9.47,0.0,4.24,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,0.57,6.79,1.5,11.76,0.0,5.61,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,0.73,8.87,1.5,13.72,0.0,6.77,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,0.9,10.9,1.5,14.8,0.0,7.77,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,1.06,12.9,1.5,15.24,0.0,8.44,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,1.22,14.7,1.5,15.11,0.0,8.64,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,1.47,16.8,1.5,15.9,0.0,8.08,3.36,0.26,65.0,5.0,0.075,0.012,,
CamB,1.79,20.1,1.5,14.91,0.0,6.91,3.36,0.26,65.0,5.0,0.075,0.012,,
D564-8,0.51,8.54,1.53,6.36,0.0,3.47,8.79,0.28,63.0,7.0,0.033,0.029,,
D564-8,1.02,15.1,1.41,8.66,0.0,5.33,8.79,0.28,63.0,7.0,0.033,0.029,,
D564-8,1.53,19.8,1.8,9.09,0.0,6.34,8.79,0.28,63.0,7.0,0.033,0.029,,
D564-8,2.04,21.9,1.82,8.75,0.0,6.86,8.79,0.28,63.0,7.0,0.033,0.029,,
D564-8,2.56,24.0,1.89,8.17,0.0,7.05,8.79,0.28,63.0,7.0,0.033,0.029,,
D564-8,3.07,25.0,2.05,7.65,0.0,7.04,8.79,0.28,63.0,7.0,0.033,0.029,,
D631-7,0.45,8.41,1.58,9.99,0.0,8.4,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,0.9,17.8,2.22,15.52,0.0,13.51,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,1.35,26.0,2.35,20.76,0.0,16.7,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,1.8,30.9,2.22,21.37,0.0,18.72,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,2.25,34.7,1.82,19.92,0.0,19.9,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,2.69,38.8,1.81,18.76,0.0,20.61,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,3.14,42.5,1.57,17.36,0.0,20.73,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,3.59,45.6,1.59,16.32,0.0,20.61,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,4.04,48.8,1.83,15.37,0.0,20.38,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,4.49,51.8,1.91,14.49,0.0,19.9,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,4.94,54.8,2.19,13.72,0.0,19.43,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,5.39,56.6,2.73,13.04,0.0,18.84,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,5.84,58.4,3.27,12.45,0.0,18.25,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,6.29,58.5,3.95,11.93,0.0,17.65,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,6.74,57.7,4.07,11.48,0.0,17.06,7.72,0.18,59.0,3.0,0.196,0.29,,
D631-7,7.19,57.3,3.94,11.08,0.0,16.47,7.72,0.18,59.0,3.0,0.196,0.29,,
DDO154,0.49,13.8,1.6,12.31,0.0,3.74,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,0.99,21.6,0.8,14.55,0.0,7.46,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,1.48,28.9,0.7,12.95,0.0,10.87,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,1.97,34.3,0.5,11.54,0.0,13.32,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,2.47,38.2,0.4,10.18,0.0,14.77,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,2.96,42.0,0.2,9.16,0.0,16.2,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,3.46,44.6,0.2,8.37,0.0,17.6,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,3.95,46.3,0.2,7.77,0.0,17.91,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,4.44,47.4,0.3,7.29,0.0,17.48,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,4.94,48.2,0.6,6.89,0.0,16.93,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,5.43,47.4,0.7,6.55,0.0,16.28,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO154,5.92,45.5,1.3,6.26,0.0,15.64,4.04,0.2,64.0,3.0,0.053,0.275,,
DDO168,0.41,15.0,4.1,8.28,0.0,10.41,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,0.82,23.4,1.3,12.66,0.0,18.08,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,1.24,29.2,1.5,15.11,0.0,20.09,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,1.64,36.2,1.1,15.99,0.0,20.2,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,2.06,44.0,1.1,16.89,0.0,22.0,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,2.47,52.1,1.2,17.03,0.0,22.63,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,2.89,52.9,1.7,16.99,0.0,22.95,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,3.3,54.8,2.2,17.19,0.0,22.74,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,3.71,55.0,2.5,17.16,0.0,22.74,4.25,0.21,63.0,6.0,0.191,0.413,,
DDO168,4.12,52.0,2.7,16.37,0.0,22.74,4.25,0.21,63.0,6.0,0.191,0.413,,
ESO444-G084,0.26,18.3,1.8,8.31,0.0,4.59,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO444-G084,0.77,35.3,3.0,14.79,0.0,11.55,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO444-G084,1.29,47.8,4.63,14.54,0.0,16.45,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO444-G084,1.81,52.8,1.26,13.66,0.0,19.03,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO444-G084,2.32,58.0,3.11,12.28,0.0,20.09,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO444-G084,3.39,63.1,1.35,9.97,0.0,17.39,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO444-G084,4.44,62.7,7.36,8.53,0.0,14.45,4.83,0.48,32.0,6.0,0.071,0.135,,
ESO563-G021,0.45,18.9,9.78,65.19,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,1.34,58.3,10.5,120.17,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,2.23,74.1,5.69,137.48,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,3.12,119.0,4.27,146.18,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,4.01,141.0,3.76,157.86,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,4.9,195.0,4.54,175.79,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,5.79,227.0,4.2,199.19,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,6.69,246.0,4.24,217.87,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,7.58,268.0,5.56,228.65,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,8.47,283.0,2.96,241.76,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,10.23,291.0,9.81,260.94,0.0,0.0,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,12.06,310.0,4.74,275.04,0.0,0.04,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,13.44,310.0,20.4,277.98,0.0,0.4,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,15.18,310.0,16.1,282.25,0.0,3.11,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,16.83,314.0,13.5,283.33,0.0,15.18,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,18.56,317.0,12.7,276.47,0.0,22.91,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,20.3,319.0,10.4,272.19,0.0,33.06,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,21.94,318.0,10.8,273.0,0.0,33.62,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,23.68,317.0,9.3,271.34,0.0,39.67,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,25.41,317.0,7.23,261.62,0.0,44.98,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,27.06,312.0,8.39,252.97,0.0,46.29,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,28.8,312.0,8.37,243.84,0.0,43.21,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,30.53,311.0,11.5,233.85,0.0,45.08,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,32.18,310.0,14.5,224.75,0.0,52.43,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,33.91,313.0,15.9,216.21,0.0,59.7,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,35.65,320.0,8.83,208.83,0.0,61.56,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,37.3,321.0,7.88,202.65,0.0,63.33,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,39.03,320.0,8.0,196.77,0.0,62.96,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,40.76,315.0,9.82,191.39,0.0,62.4,60.8,9.1,83.0,3.0,311.177,24.298,,
ESO563-G021,42.41,312.0,9.07,186.89,0.0,62.21,60.8,9.1,83.0,3.0,311.177,24.298,,
F568-3,0.64,12.4,8.6,13.56,0.0,1.18,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,1.18,21.9,6.2,21.17,0.0,1.55,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,1.8,32.3,1.88,27.72,0.0,1.6,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,2.03,37.9,6.2,29.76,0.0,1.54,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,2.78,53.1,9.5,36.4,0.0,1.46,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,3.0,62.4,11.0,38.08,0.0,1.62,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,3.64,68.0,6.2,42.4,0.0,2.96,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,4.19,78.0,7.98,45.43,0.0,5.28,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,4.6,82.3,6.2,46.43,0.0,6.86,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,5.14,85.7,6.3,47.19,0.0,8.92,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,5.39,85.5,6.51,47.91,0.0,9.95,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,6.31,89.5,15.6,50.48,0.0,14.48,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,9.1,95.2,15.5,51.31,0.0,26.69,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,10.17,97.5,6.2,52.01,0.0,29.9,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,11.99,101.0,10.2,51.6,0.0,33.72,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,14.02,107.0,10.7,50.13,0.0,36.41,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,15.94,117.0,11.7,49.27,0.0,38.69,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-3,17.98,120.0,12.0,48.97,0.0,39.0,82.4,8.24,40.0,10.0,8.346,3.195,,
F568-V1,0.39,17.4,30.4,12.25,0.0,-1.11,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,1.18,46.3,37.1,28.99,0.0,-2.76,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,1.95,69.1,13.1,34.78,0.0,-2.63,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,2.74,85.2,6.2,37.08,0.0,-0.03,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,3.53,93.2,6.2,41.2,0.0,3.84,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,4.3,100.0,12.4,44.37,0.0,7.34,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,5.09,108.0,6.2,45.35,0.0,9.92,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,5.87,112.0,6.2,44.94,0.0,12.15,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,6.4,113.0,24.9,45.12,0.0,13.65,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,7.44,113.0,15.5,45.76,0.0,17.06,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,8.21,112.0,13.1,46.01,0.0,19.87,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,9.0,111.0,26.4,44.52,0.0,22.99,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,9.72,111.0,19.4,43.69,0.0,26.1,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,11.79,113.0,12.5,40.77,0.0,34.23,80.6,8.06,40.0,10.0,3.825,2.491,,
F568-V1,17.63,118.0,14.6,33.12,0.0,36.03,80.6,8.06,40.0,10.0,3.825,2.491,,
F574-1,0.47,15.3,4.4,12.99,0.0,0.25,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,1.41,41.0,4.36,32.88,0.0,0.88,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,2.35,60.7,4.4,41.13,0.0,1.88,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,3.29,74.9,4.4,42.43,0.0,3.41,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,4.22,83.0,6.28,44.37,0.0,5.43,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,5.17,86.8,4.4,46.69,0.0,7.8,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,6.11,89.4,4.4,48.85,0.0,10.44,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,7.05,92.5,4.4,49.34,0.0,13.15,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,7.99,94.7,4.4,50.15,0.0,16.07,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,8.92,96.3,4.4,49.17,0.0,18.98,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,9.87,97.8,4.4,49.76,0.0,21.99,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,10.79,98.8,4.62,50.33,0.0,25.0,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,11.8,99.5,4.4,50.68,0.0,27.82,96.8,9.68,65.0,10.0,6.537,3.524,,
F574-1,12.6,99.7,5.14,50.19,0.0,30.02,96.8,9.68,65.0,10.0,6.537,3.524,,
IC2574,0.85,10.3,0.2,9.59,0.0,0.0,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,1.14,12.9,2.7,11.99,0.0,0.0,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,1.42,16.4,1.8,13.83,0.0,0.94,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,1.71,18.6,2.1,15.27,0.0,3.44,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,1.99,19.8,2.0,16.76,0.0,5.14,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,2.28,26.1,0.6,17.77,0.0,5.82,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,2.55,27.7,2.7,18.7,0.0,6.87,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,2.84,29.7,2.6,19.36,0.0,7.58,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,3.13,33.0,3.4,19.89,0.0,8.21,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,3.41,34.8,1.2,20.19,0.0,8.78,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,3.7,35.0,0.9,20.15,0.0,8.64,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,3.98,39.0,10.2,20.39,0.0,7.98,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,4.26,35.9,5.4,21.28,0.0,7.97,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,4.55,40.0,4.1,22.72,0.0,10.01,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,4.84,38.7,1.4,24.6,0.0,11.42,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,5.12,41.8,0.5,25.34,0.0,12.67,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,5.41,42.9,0.4,25.74,0.0,13.13,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,5.68,44.4,1.7,26.48,0.0,13.93,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,5.97,46.1,1.3,27.15,0.0,14.5,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,6.26,49.0,0.9,27.39,0.0,15.98,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,6.54,51.9,0.6,27.31,0.0,17.58,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,6.83,53.1,2.1,26.75,0.0,18.38,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,7.1,54.0,0.5,26.25,0.0,19.29,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,7.39,55.9,1.1,26.04,0.0,19.86,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,7.68,58.8,3.6,25.86,0.0,21.01,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,7.96,57.3,4.6,25.77,0.0,21.81,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,8.25,54.0,9.0,25.57,0.0,22.49,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,8.52,63.8,12.0,25.47,0.0,22.38,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,8.81,60.5,6.2,25.41,0.0,22.6,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,9.1,61.0,5.7,25.38,0.0,22.95,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,9.38,66.0,1.3,25.51,0.0,23.63,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,9.67,65.2,3.4,25.74,0.0,24.89,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,9.96,67.1,4.7,24.84,0.0,25.8,3.91,0.2,75.0,7.0,1.016,1.036,,
IC2574,10.23,67.5,9.3,23.97,0.0,27.17,3.91,0.2,75.0,7.0,1.016,1.036,,
IC4202,0.77,35.1,3.96,20.98,133.76,2.22,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,1.59,77.9,3.95,40.96,176.62,3.89,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,2.36,115.0,6.7,58.24,176.92,4.02,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,3.13,156.0,3.16,74.68,172.53,0.9,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,3.95,192.0,3.14,91.45,173.49,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,4.73,204.0,2.9,107.35,174.08,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,5.5,209.0,3.36,120.52,167.74,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,6.27,220.0,3.25,132.68,159.21,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,7.08,231.0,3.49,150.86,150.44,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,7.86,235.0,4.65,170.8,142.84,0.24,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,8.66,245.0,6.0,187.59,136.33,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,9.45,246.0,5.57,199.82,130.53,3.8,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,10.24,239.0,6.95,208.12,125.41,0.0,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,11.02,240.0,7.16,212.98,120.9,3.35,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,11.79,240.0,4.85,214.9,116.92,15.63,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,12.47,246.0,7.68,214.77,113.67,22.51,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,13.34,241.0,6.21,213.03,109.94,30.77,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,14.11,250.0,5.62,210.67,106.85,37.16,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,14.59,242.0,5.1,209.26,105.08,39.71,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,14.98,244.0,7.41,208.03,103.7,41.88,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,15.75,248.0,5.08,205.55,101.13,44.73,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,16.52,249.0,5.22,203.07,98.75,46.3,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,17.1,246.0,6.35,201.06,97.06,46.79,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,17.88,241.0,16.2,198.19,94.92,46.99,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,18.65,247.0,14.6,195.23,92.94,47.18,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,19.62,234.0,20.9,191.47,90.61,47.77,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,20.78,249.0,10.0,186.83,88.05,51.51,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,22.13,236.0,16.1,181.4,85.32,57.31,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,23.0,245.0,22.1,177.88,83.69,59.87,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,23.58,243.0,4.2,175.64,82.65,61.24,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,25.03,238.0,7.76,170.07,80.22,61.05,100.4,10.0,90.0,1.0,179.749,12.326,,
IC4202,25.9,247.0,6.14,166.98,78.87,60.16,100.4,10.0,90.0,1.0,179.749,12.326,,
NGC0024,0.21,17.4,6.51,18.55,0.0,1.51,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.32,31.0,8.86,25.65,0.0,2.27,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.43,36.1,8.16,29.58,0.0,3.03,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.54,46.0,8.52,33.96,0.0,3.84,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.64,58.0,6.9,36.83,0.0,4.53,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.74,63.4,9.55,39.62,0.0,5.28,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.85,71.9,8.52,43.11,0.0,6.04,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,0.96,76.4,6.82,46.75,0.0,6.8,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.07,78.1,6.65,50.04,0.0,7.62,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.17,80.5,6.14,52.76,0.0,8.31,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.28,82.8,5.8,55.72,0.0,9.07,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.38,85.6,6.48,58.31,0.0,9.82,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.48,88.0,7.5,61.08,0.0,10.57,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.59,92.0,8.52,63.47,0.0,11.19,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.7,92.4,8.52,65.59,0.0,11.92,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.8,95.1,9.2,66.83,0.0,12.54,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,1.91,96.5,8.52,68.03,0.0,13.26,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.02,101.0,8.86,68.59,0.0,13.88,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.13,99.9,9.55,69.0,0.0,14.61,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.23,103.0,8.18,69.17,0.0,15.23,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.34,104.0,8.52,69.56,0.0,15.96,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.44,107.0,9.2,69.75,0.0,16.58,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.54,107.0,9.55,69.69,0.0,17.3,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.65,106.0,11.2,69.65,0.0,17.92,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,2.76,107.0,11.2,69.52,0.0,18.55,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,7.07,104.0,3.11,52.21,0.0,26.32,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,8.49,106.0,2.55,47.19,0.0,24.76,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,9.91,109.0,4.95,43.11,0.0,22.59,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0024,11.27,110.0,2.83,40.05,0.0,20.52,7.3,0.36,64.0,3.0,3.889,0.676,,
NGC0055,1.23,28.7,3.4,27.5,0.0,13.65,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,1.84,37.6,2.6,32.63,0.0,18.65,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,2.46,43.1,1.2,36.38,0.0,21.85,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,3.07,50.1,2.8,38.7,0.0,25.04,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,3.68,58.1,4.5,39.68,0.0,28.73,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,4.3,64.6,4.1,39.98,0.0,32.28,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,4.91,68.5,2.7,39.99,0.0,34.59,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,5.52,72.3,0.8,39.87,0.0,36.37,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,6.14,74.2,2.4,39.71,0.0,37.73,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,6.75,78.9,2.6,39.75,0.0,38.68,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,7.37,82.4,2.3,40.35,0.0,39.3,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,7.98,84.3,4.8,41.04,0.0,39.72,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,8.59,85.4,7.3,41.57,0.0,40.39,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,9.21,85.3,4.6,42.03,0.0,40.44,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,9.82,86.8,4.0,42.44,0.0,39.94,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,10.43,85.4,5.7,42.87,0.0,39.15,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,11.05,85.4,7.0,43.32,0.0,37.71,2.11,0.11,77.0,3.0,4.628,1.565,,
